User,date,Type,Sample ID,spec #'s,d13C (vpdb),d13C_stdev,d18O_gas (vsmow),d18O_mineral (vpdb),d18O_stdev,d47,d47_stdev,D47 (v. Oz),D47_stdev,D47_sterr,d48,d48_stdev,D48,D48_stdev
,,,LB-001_07,531,-6.614749999999999,0.001639359631075421,40.786375,1.4076604601241058,0.008395497305104067,12.810468551437168,0.044281843391301881,0.080697935558579625,0.039397060935261977,0.013132353645087325,50.605727895355606,0.31005583865283987,19.079370590714973,0.29796975157882427
,,,BOC DIW,541,-10.882999999999999,0.0015811388300840156,24.932125000000003,-13.846735429570316,0.0037562448003288936,-7.1990843927138553,0.026268718459595296,-0.08256420780607121,0.023741637852966509,0.0079138792843221704,-0.47575269802570064,0.45726504282822528,-0.24290811505960075,0.45463697478903264
,,,eBOC 25degC,551,-10.539999999999999,0.0022360679775000401,59.759250000000002,19.662686488834723,0.0064177488264961198,28.122403219452593,0.02769232713561863,0.48080703648033241,0.028417393707065471,0.0094724645690218243,113.45715163673628,0.23281337404505964,41.723906520238891,0.20920221221443264
,,,eBOC,561,-10.866375,0.0026427968139830001,57.062250000000013,17.067728940259045,0.0052855936279668199,24.235700652261979,0.02496389824118693,-0.39166292566451821,0.025760544686736095,0.008586848228912031,103.83107684076651,0.42533500096627108,37.993943547918562,0.39242244514043484
,,,BOC,571,-10.828499999999998,0.0037080992435479018,30.322625000000002,-8.6601879080288739,0.0080457675208768908,-2.5751482225291,0.035278037837560089,-0.83521332715269514,0.042569558795762456,0.014189852931920819,16.487908956231678,0.56255989558746455,6.1143000347917695,0.54720443768206872
,,,CIT Carrara,580,2.1078749999999999,0.0020879116360612874,37.402499999999996,-1.8481838019027208,0.0045276925690673764,17.690037051253857,0.034296352116300818,-0.21135352591281076,0.032153195548273852,0.010717731849424617,39.477995732414122,0.43544652864169031,14.869667298824345,0.41991209323598006
,,,H-2473,589,-22.633249999999997,0.0025372228912729617,32.627375000000001,-6.4426393688817569,0.0068727268969469039,-11.548490359430394,0.020709191046863459,-0.59537113816093834,0.017747451268402537,0.0059158170894675127,24.271712524057055,0.34350144382397557,9.3027122488117797,0.34285670332289547
,,,13540,598,0.042249999999999996,0.0033819373146171711,30.634875000000001,-8.3597520553990137,0.0046485884954469755,8.8605102976899026,0.031931337510728561,-0.26839043096238413,0.030589650119607192,0.010196550039869063,17.958071682551534,0.35596107231386148,6.954398320497976,0.34489892625589619
,,,TV03,607,3.359375,0.0033888604279314646,30.569499999999998,-8.4226535569704168,0.0045825756949554805,12.244520994860013,0.027066749419401646,-0.044200020698034748,0.02913201211851596,0.0097106707061719866,17.782433131269542,0.36428953925426849,6.9070830039000279,0.35424630880688579
,,,BOC 25degC,617,-10.505375000000001,0.003388860427931299,28.132999999999996,-10.76696726372036,0.0091923881554253385,-3.6490271256513931,0.033892462765409963,-0.058992865582488396,0.030804345648974021,0.010268115216324673,10.218730932236342,0.19217435742507363,4.1721274049600776,0.179774400432135
,,,BOC,627,-10.778,0.0032403703492040531,30.327000000000002,-8.655978438516442,0.0078740078740117351,-2.5180821215489977,0.025065797370419501,-0.83141138440098739,0.021659890283439023,0.0072199634278130075,16.456251535887251,0.29916154777981141,6.074470209443156,0.28283856037541233
,,,H-881,636,-7.9506249999999996,0.0042701727131347258,25.080874999999995,-13.703613466147686,0.0052066663999147051,-4.5710263911514701,0.029103475237563892,-0.43720299685207076,0.029491050561060585,0.0098303501870201943,0.31452482581575164,0.38219373904380144,0.25584154821091387,0.38137986981688438
,,,13540,645,4.4520000000000008,6.8036684406281873,58.167250000000003,18.130920668540909,6.6527889593387846,204.2061725058818,217.51081752784796,156.4248210498354,206.2448913272363,68.748297109078763,1514.3739753484786,8270.3863232439016,1305.8041511317863,7804.4257408250023
,,,CIT carrara,654,2.0906250000000002,0.0030388114452858331,37.442875000000001,-1.8093364118309267,0.0099553691543812616,17.65903198779948,0.027213138570829687,-0.26468128344857289,0.02945602212020041,0.0098186740400668035,40.134921802674839,0.54503152579423964,15.432220202858058,0.51941690800625306
,,,H-2473,663,-22.691374999999997,0.006101997623729951,32.470500000000001,-6.5935789185416667,0.0075332595866593978,-11.764331269174113,0.027263506908997918,-0.60181456619189111,0.035171894458775076,0.011723964819591691,23.84905102299955,0.66994330014473713,9.1926484103819064,0.64686276331240333
,,,TV03,673,3.3639999999999999,0.0043301270189222297,30.573250000000002,-8.4190454402454833,0.0073612159321683537,12.245355237021327,0.030514079283691497,-0.051674220893666023,0.031592867838625048,0.010530955946208349,17.611985548860293,0.69093698495281464,6.7309736043544435,0.67065277914978327
,,,BOC,683,-10.603555555555554,0.0030951973949296754,57.822888888888897,17.799588646029381,0.0062617790238252711,25.300150691449826,0.02179216852620101,-0.34187930571686714,0.023979657723144508,0.0075830335916384018,105.48979535966663,0.29101301324069956,38.059277167817527,0.26505154338068015
,,,run27,694,2.6924999999999999,0.0024999999999999909,25.955624999999998,-12.861960104777083,0.0065180039122417115,6.5946884601789977,0.037156833115275546,-0.42873613902924546,0.031553349921301294,0.010517783307100431,2.692081856899164,0.34939379726889147,0.91988489636930793,0.34180200739035943
,,,run28,703,2.380125,0.0022043990110684765,25.711124999999999,-13.097209315243063,0.006790388427771043,6.0004760917649609,0.023151694058107762,-0.47626539691945913,0.020486829999853375,0.0068289433332844587,2.001340870569337,0.2482311879340823,0.70734527256099966,0.23593650711991107
,,,CIT carrara,712,2.1059999999999999,0.0030822070014845091,37.422750000000001,-1.8286999715880938,0.0074624057783006176,17.672028231331421,0.046368122825784439,-0.24701513169864131,0.044228256355638644,0.014742752118546214,40.020964433424957,0.39583516433767596,15.360263831366932,0.38325883141023365
,,,OKC-FL,721,-1.4725000000000001,0.0042426406871192597,31.121375,-7.8916590456169615,0.0040291903653216924,7.8038927606186457,0.045416152126871862,-0.33732675703210258,0.046053422110355464,0.015351140703451822,19.355580432390791,0.34848243311263288,7.3863444930508813,0.33923611455489544
,,,eBOC 25degC,731,-10.398000000000001,0.0036055512754639002,58.213375000000006,18.175300504257635,0.0070699628711890661,26.725268188821623,0.030439476923968426,0.47113704285370317,0.026340936931903806,0.0087803123106346016,106.82001184349485,0.40302584107396772,38.54152892764376,0.37468861527549913
,,,run27,740,2.6967500000000002,0.0032307119958300563,25.868124999999996,-12.946149495025679,0.0070787975673842936,6.5209697412641416,0.027979134434962027,-0.41911639819053326,0.027983716117809646,0.0093279053726032148,2.3191344175449791,0.20686623387389175,0.71831407973244055,0.19688518551504305
,,,run28,749,2.3736250000000001,0.0015761900266147875,25.631375000000002,-13.173941930926759,0.0036033838263499068,5.873860102621566,0.029735310969618501,-0.51665123151649339,0.029307043308651297,0.0097690144362170984,1.8073276080632559,0.29634127981537534,0.66916631003663407,0.29643917790340008
,,,OKC-HL-NoAcetone,758,-1.4308749999999999,0.0022043990110685524,31.162624999999998,-7.8519697616426782,0.012338329506055356,7.9006262324827006,0.033333413866659306,-0.32182808897059101,0.029725935556936135,0.0099086451856453782,19.680959138370973,0.17457339476693176,7.6277037491602471,0.17153540741697787
,,,TV03,767,3.3811249999999999,0.003333072906493339,30.590375000000002,-8.4025683738682631,0.0061833951030164352,12.29666698327693,0.039773725402286284,-0.03442593300982677,0.037276800971137246,0.012425600323712415,17.946075388984081,0.35682038081396067,7.027951746967978,0.35137667839117381
,,,OKC-BR,776,-1.4032499999999999,0.0026339134382131714,30.902125000000005,-8.1026136034684271,0.0066977141623095204,7.6212359819984234,0.026316426618516561,-0.36831938193068736,0.028452752785009427,0.009484250928336475,19.141527899288263,0.27620503593254847,7.6035292578743441,0.27369693893598412
,,,OKC-HL,785,-1.5613750000000002,0.00299739470207043,31.2925,-7.7270086524023469,0.005338539126015192,7.8837157023657616,0.017619506838155996,-0.34134813499588079,0.017966689998380352,0.0059888966661267836,19.798200623380847,0.29931465125283085,7.4895670169418525,0.28833197087584722
,,,CIT Carrara,795,2.0492500000000002,0.0021650635094610632,37.361625000000004,-1.8875122742045676,0.0055663610195531713,17.566413784857208,0.021751811061936951,-0.23623521413236592,0.024914903443302754,0.0083049678144342508,39.547772353613915,0.33639256957568242,15.017902693727018,0.32662034360040232
,,,eBOC,804,-9.4566250000000007,0.0030388114452856185,59.319499999999991,19.239574667557008,0.0054083269131972563,27.981909258769413,0.03762183383469233,-0.28589758376416918,0.033620105500609836,0.011206701833536612,109.95723081310743,0.57341701634686304,39.311007919772351,0.52952452474893674
,,,run28,813,1.7557499999999999,0.022889681081220831,24.746749999999999,-14.025096666339707,0.008642193008721535,7.3714378112838785,0.32871483731947226,2.4473189159991553,0.35688162419916691,0.1189605413997223,-46.633553011905988,4.2562277208530306,-46.070506339316076,4.2437359894710154
,,,run27,822,2.6313749999999998,0.0031199959935871813,25.757249999999999,-13.052829479526338,0.0045207853300056906,6.3454556584006951,0.02285790197922024,-0.42079260294673737,0.024713849610503352,0.0082379498701677847,1.9190167014244219,0.3403143858373191,0.53489605580005206,0.33714724018202041
,,,OKC-BR,831,-1.3926250000000002,0.0020577597041443055,30.908875000000002,-8.0961189933634898,0.0097009986599321182,7.6572781589512706,0.035844858035549654,-0.34978668264054602,0.035479328498939415,0.011826442832979804,18.89244993224359,0.32340297294170645,7.3437596834922267,0.30499600222129747
,,,OKC-FL,840,-1.0754999999999999,0.0030822070014844593,30.044000000000004,-8.9282709806917921,0.0070533679898329999,7.1119374776093585,0.03174353750014057,-0.34154435060997079,0.027126511797359996,0.0090421705991199988,15.88825148286921,0.34726422471045942,6.0607746808915293,0.33845228749982492
,,,TV03,849,3.3583750000000006,0.0040291903653215683,30.564250000000001,-8.427704920385338,0.0062998015841769688,12.240684833118717,0.020586123482945168,-0.041793892115990494,0.01639086964820086,0.0054636232160669533,17.811699884090743,0.335395540356004,6.9463394552769655,0.32146524136262861
,,,BOC,858,-10.896999999999998,0.0039370039370059794,30.267000000000003,-8.7137083061154641,0.0095655632348542532,-2.6975347620236243,0.014386645456254515,-0.83630096049676361,0.020260997193836713,0.0067536657312789045,16.227701869533615,0.70004784842494783,5.9653037980372527,0.6796245250275621
,,,OKC-HL-NoAcetone,867,-1.4472500000000001,0.004264680527307981,31.134875000000001,-7.8786698254072007,0.014717655214062561,7.8850479468887,0.040383573964683527,-0.29423361789675251,0.041858921518894199,0.0139529738396314,18.882004484191299,0.6271402226690248,6.8922327818319307,0.62352002427789088
,,,OKC-HL,876,-1.5450000000000002,0.0018708286933870021,31.309750000000001,-7.7104113154676099,0.009283722313813041,7.9220171737284319,0.020006689946848379,-0.33622526255401575,0.025135133653598339,0.0083783778845327797,19.817953162092078,0.44704340498792455,7.4753313985972945,0.42872955693152692
,,,CIT Carrara,885,2.0703749999999999,0.0025464435984329202,37.379999999999995,-1.8698325022523647,0.008544003745318305,17.618862444785854,0.028283250075827215,-0.2230182572956485,0.027064154093717516,0.0090213846979058394,39.59746862840548,0.25830287100475835,15.030490079439989,0.24913920026581135
,,,OKC-HL,894,-1.5453749999999997,0.003533323506275666,31.336749999999999,-7.6844328750480457,0.0078222439235813707,7.9548267517949709,0.022695727478934703,-0.330209470308096,0.025239509480910662,0.0084131698269702213,20.203604641483686,0.16247034119726145,7.8033406015374229,0.16204410349130721
,,,OKC-FL,903,-1.4793749999999999,0.0039031237489990382,31.091624999999997,-7.9202834383015102,0.0065371534324963117,7.7559367856702695,0.021645543601110161,-0.34859570749692925,0.024535824062402976,0.0081786080208009915,19.572557340295472,0.42057098225852863,7.6591981715282005,0.40983380043429241
,,,eBOC,913,-10.5885,0.0026925824035672441,58.400874999999999,18.355706340504511,0.0096103785045118829,25.870778784271323,0.029692023859297156,-0.35665357422776101,0.029078954561622929,0.0096929848538743098,106.74388076040003,0.38945504156771599,38.102558494832557,0.3705918676520118
,,,BOC 25deg C,923,-10.481624999999999,0.0035685256059048995,26.456624999999999,-12.379915710325335,0.0032763356055205322,-5.3392047027019789,0.024882454572231795,-0.11673560419631079,0.026704632194237479,0.0089015440647458258,4.4006101415768599,0.35541729231128183,1.652319977594602,0.35232643577337186
,,,14-NPK-31,933,0.393625,0.002232571387436471,29.036999999999995,-9.8971705918952466,0.0027838821814145849,7.5626168702713734,0.033725195446018937,-0.3126446019710849,0.03545803025527091,0.011819343418423637,11.955629362316898,0.24094613023839959,4.1279010532815636,0.23774732987346142
,,,14-NPK-32,942,0.89324999999999999,0.0032307119958300242,29.263374999999996,-9.6793606122664642,0.016529802630400072,8.2035170296578528,0.051636812545716559,-0.38147851155628798,0.038263970256622551,0.012754656752207516,13.497462033303728,0.30065022788011503,5.2155578464359582,0.28225050256048645
,,,TV03,951,3.3778749999999995,0.0020271593425283357,30.632374999999996,-8.3621574665489646,0.0050974871260253121,12.315181461786658,0.028420114963447211,-0.054176366324168446,0.031804156433014028,0.010601385477671343,17.920362420672724,0.2691136601122826,6.9208153771510847,0.25971878396676873
,,,14-NPK-44,960,4.5031249999999998,0.0039191038516475114,29.498249999999999,-9.4533722347277944,0.0073100957586068327,12.035890614638813,0.017240817057268203,-0.28803226360556156,0.015218915846528227,0.0050729719488427421,14.287854417344887,0.32014228409402168,5.5383960515513335,0.30741891756140799
,,,14-NPK-50,969,-14.539,0.0,23.184000000000001,-15.528719176179038,0.0,5.677215824801519,0.0,18.274138428073904,0.0,0.0,136.85139905134002,0.0,141.01171369175492,0.0
,,,BOC,973,-11.046749999999999,0.002817356917396235,30.000625000000003,-8.9700048641435899,0.0050233828243526797,-3.1009658602122858,0.030736311168592805,-0.83145269960699375,0.033676365351823126,0.011225455117274375,15.257776332537482,0.29481154080647332,5.5252246339479445,0.28882993948726399
,,,14-NPK-65,982,0.77937500000000004,0.0031199959935871743,27.8035,-11.084000453284972,0.0030413812651493956,6.6344528159351732,0.02968147620175408,-0.38350769242165295,0.029858078203890852,0.0099526927346302845,8.608155650505207,0.30291861052080504,3.2094514510113132,0.29852328094621755
,,,14-NPK-43a,991,-5.1093749999999991,0.0017275343701357035,23.318875000000002,-15.398947244638748,0.0063134281495869976,-3.7242402462233093,0.024162697780330592,-0.58725878301303658,0.027559885491227044,0.0091866284970756815,-5.2941847940347566,0.36726737068224419,-1.9254352458201867,0.3620852057873124
